Cpd,Formula,RT,Mass,CAS_ID,Source,Score,Algorithm,Area,Area_Pct,Peak_Height
2479,C60H117NO10,17.667,1011.8656,,FBF,55.65,FBF,,,
2480,C61H119NO9,20.941,1009.8905,,FBF,58.06,FBF,,,
2481,C61H97NO9,20.473,987.7213,,FBF,51.23,FBF,,,
2482,C61H97NO10,18.291,1003.704,,FBF,50.05,FBF,,,
2483,C61H93NO10,14.549,999.6865,,FBF,50.04,FBF,,,
2484,C61H109NO9,21.746,999.8117,,FBF,50.48,FBF,,,
2485,C61H105NO8,20.655,979.7845,,FBF,50.27,FBF,,,
2486,C62H99NO10,20.369,1017.7288,,FBF,51.49,FBF,,,
2487,C62H95NO8,21.564,981.7033,,FBF,51.07,FBF,,,
2488,C62H93NO9,13.275,995.6835,,FBF,50.71,FBF,,,
2489,C62H117NO9,19.434,1019.8641,,FBF,57.81,FBF,,,
2490,C62H115NO9,21.019,1017.858,,FBF,58.42,FBF,,,
2491,C62H111NO10,20.317,1029.8214,,FBF,71.86,FBF,,,
2492,C62H103NO9,21.097,1005.7618,,FBF,70.29,FBF,,,
2493,C63H123NO10,20.369,1053.9206,,FBF,51.7,FBF,,,
2494,C63H97NO9,14.86,1011.7193,,FBF,51.07,FBF,,,
2495,C63H95NO10,14.886,1025.6967,,FBF,58.77,FBF,,,
2496,C63H121NO10,18.135,1051.9029,,FBF,68.8,FBF,,,
2497,C63H119NO10,18.68,1049.8846,,FBF,73.74,FBF,,,
2498,C63H117NO10,20.136,1047.8717,,FBF,53.76,FBF,,,
2499,C63H115NO9,19.642,1029.8576,,FBF,50.68,FBF,,,
2500,C63H113NO9,20.317,1027.8439,,FBF,55.77,FBF,,,
2501,C63H111NO8,13.925,1009.8243,,FBF,53.0,FBF,,,
2502,C63H111NO10,17.927,1041.8232,,FBF,64.88,FBF,69640019.0,50.53,3554556.0
2503,C63H105NO9,20.759,1019.7868,,FBF,50.05,FBF,,,
2504,C64H125NO10,21.538,1067.9256,,FBF,71.74,FBF,,,
2505,C64H103NO9,22.083,1029.7651,,FBF,50.59,FBF,,,
2506,C64H101NO8,19.85,1011.7521,,FBF,75.38,FBF,,,
2507,C64H101NO10,17.927,1043.7453,,FBF,54.06,FBF,69640019.0,50.53,3554556.0
2508,C64H99NO9,20.239,1025.7278,,FBF,55.27,FBF,,,
2509,C64H99NO10,18.265,1041.7192,,FBF,50.81,FBF,,,
2510,C64H97NO10,21.564,1039.7038,,FBF,54.27,FBF,,,
2511,C64H121NO10,16.758,1063.8974,,FBF,51.46,FBF,,,
2512,C64H115NO10,19.824,1057.845,,FBF,50.29,FBF,,,
2513,C64H109NO10,20.317,1051.8028,,FBF,71.02,FBF,,,
2514,C65H105NO9,17.927,1043.7732,,FBF,71.28,FBF,69640019.0,50.53,3554556.0
2515,C65H103NO8,16.654,1025.7621,,FBF,50.33,FBF,,,
2516,C65H103NO10,22.603,1057.7648,,FBF,51.97,FBF,,,
2517,C65H99NO9,21.876,1037.7227,,FBF,70.46,FBF,,,
2518,C65H121NO9,19.616,1059.9008,,FBF,50.67,FBF,,,
2519,C65H119NO10,20.187,1073.8926,,FBF,54.78,FBF,,,
2520,C65H115NO8,16.784,1037.8558,,FBF,52.28,FBF,,,
2521,C65H109NO10,17.927,1063.8044,,FBF,70.02,FBF,69640019.0,50.53,3554556.0
2522,C66H129NO10,17.901,1095.9572,,FBF,63.23,FBF,,,
2523,C66H127NO8,21.876,1061.9535,,FBF,50.05,FBF,,,
2524,C66H103NO8,14.809,1037.7706,,FBF,58.58,FBF,,,
2525,C66H103NO9,22.213,1053.7734,,FBF,54.02,FBF,,,
2526,C66H103NO10,17.927,1069.7617,,FBF,57.49,FBF,69640019.0,50.53,3554556.0
2527,C66H127NO9,19.33,1077.9524,,FBF,64.08,FBF,,,
2528,C66H123NO8,21.148,1057.9204,,FBF,50.55,FBF,,,
2529,C67H131NO8,20.032,1077.9963,,FBF,59.03,FBF,,,
2530,C67H131NO10,21.278,1109.9776,,FBF,70.64,FBF,,,
2531,C67H109NO10,21.928,1087.8069,,FBF,54.4,FBF,,,
2532,C67H107NO10,17.927,1085.7864,,FBF,60.84,FBF,69640019.0,50.53,3554556.0
2533,C67H105NO9,14.783,1067.7699,,FBF,50.45,FBF,,,
2534,C67H103NO8,18.187,1049.7703,,FBF,71.83,FBF,,,
2535,C67H103NO9,17.927,1065.756,,FBF,65.22,FBF,69640019.0,50.53,3554556.0
2536,C67H103NO10,17.927,1081.7488,,FBF,52.23,FBF,69640019.0,50.53,3554556.0
2537,C67H119NO8,19.902,1065.8893,,FBF,61.45,FBF,,,
2538,C68H113NO10,21.928,1103.8393,,FBF,57.22,FBF,,,
2539,C68H111NO8,20.551,1069.835,,FBF,50.62,FBF,,,
2540,C68H105NO9,18.109,1079.7881,,FBF,53.0,FBF,,,
2541,C68H131NO10,21.876,1121.9714,,FBF,63.45,FBF,,,
2542,C68H123NO8,18.161,1081.9235,,FBF,65.92,FBF,,,
2543,C68H119NO10,17.745,1109.8761,,FBF,53.61,FBF,,,
2544,C68H115NO8,19.252,1073.863,,FBF,63.32,FBF,,,
2545,C68H115NO10,14.783,1105.8505,,FBF,55.18,FBF,,,
2546,C69H109NO9,22.031,1095.8066,,FBF,50.28,FBF,,,
2547,C69H107NO8,18.109,1077.7979,,FBF,80.3,FBF,,,
2548,C69H107NO9,18.109,1093.79,,FBF,73.92,FBF,,,
2549,C69H127NO10,20.343,1129.9453,,FBF,64.51,FBF,,,
2550,C70H137NO8,11.585,1120.0375,,FBF,52.29,FBF,,,
2551,C70H115NO8,18.213,1097.8652,,FBF,58.4,FBF,,,
2552,C70H113NO8,19.018,1095.8502,,FBF,55.93,FBF,,,
2553,C70H111NO8,14.938,1093.8324,,FBF,54.16,FBF,,,
2554,C70H109NO9,18.992,1107.8128,,FBF,50.8,FBF,,,
2555,C70H135NO9,22.213,1134.0128,,FBF,55.51,FBF,,,
2556,C70H133NO8,18.836,1116.0002,,FBF,50.02,FBF,,,
2557,C70H131NO8,21.304,1113.99,,FBF,65.89,FBF,,,
2558,C70H127NO8,22.655,1109.9582,,FBF,50.23,FBF,,,
2559,C70H127NO9,22.551,1125.95,,FBF,50.71,FBF,,,
2560,C70H127NO10,19.356,1141.9462,,FBF,50.58,FBF,,,
2561,C71H139NO8,20.032,1134.06,,FBF,51.69,FBF,,,
2562,C71H113NO9,18.94,1123.84,,FBF,51.44,FBF,,,
2563,C71H113NO10,17.719,1139.8335,,FBF,51.43,FBF,,,
2564,C71H135NO9,20.733,1146.0137,,FBF,50.93,FBF,,,
2565,C71H131NO10,17.693,1157.9711,,FBF,71.44,FBF,,,
2566,C71H129NO10,20.681,1155.9626,,FBF,58.46,FBF,,,
2567,C71H127NO8,18.732,1121.9491,,FBF,78.79,FBF,,,
2568,C71H125NO9,18.55,1135.9306,,FBF,53.32,FBF,,,
2569,C72H115NO8,21.045,1121.8622,,FBF,50.1,FBF,,,
2570,C72H137NO9,20.084,1160.0343,,FBF,56.77,FBF,,,
2571,C72H131NO8,18.836,1137.9874,,FBF,50.1,FBF,,,
2572,C72H127NO9,18.784,1149.9485,,FBF,61.04,FBF,,,
2573,C72H125NO10,19.356,1163.9316,,FBF,56.44,FBF,,,
2574,C73H143NO9,21.46,1178.0691,,FBF,62.75,FBF,,,
2575,C73H117NO8,19.304,1135.8783,,FBF,51.14,FBF,,,
2576,C73H117NO9,17.407,1151.8766,,FBF,54.85,FBF,,,
2577,C73H141NO9,22.577,1176.0611,,FBF,53.25,FBF,,,
2578,C73H135NO10,19.434,1186.0091,,FBF,54.0,FBF,,,
2579,C73H127NO10,19.174,1177.955,,FBF,50.37,FBF,,,
2580,C74H125NO9,19.226,1171.9306,,FBF,56.57,FBF,,,
2581,C74H119NO10,18.55,1181.8821,,FBF,57.33,FBF,,,
2582,C74H139NO10,20.421,1202.0389,,FBF,58.0,FBF,,,
2583,C74H131NO9,21.278,1177.9922,,FBF,53.79,FBF,,,
2584,C74H127NO8,11.065,1157.9534,,FBF,59.2,FBF,,,
2585,C74H127NO10,18.836,1189.9571,,FBF,52.97,FBF,,,
2586,C75H127NO8,20.032,1169.9594,,FBF,51.96,FBF,,,
2587,C75H125NO9,17.667,1183.9297,,FBF,50.19,FBF,,,
2588,C75H121NO9,19.174,1179.8945,,FBF,53.77,FBF,,,
2589,C75H143NO8,11.897,1186.0799,,FBF,62.51,FBF,,,
2590,C75H139NO10,18.94,1214.0348,,FBF,58.13,FBF,,,
2591,C76H129NO9,19.928,1199.9743,,FBF,51.51,FBF,,,
2592,C76H143NO9,21.382,1214.076,,FBF,52.43,FBF,,,
2593,C76H141NO10,11.897,1228.0542,,FBF,58.4,FBF,,,
2594,C76H139NO8,20.915,1194.0598,,FBF,57.71,FBF,,,
2595,C76H133NO9,19.018,1203.9979,,FBF,52.73,FBF,,,
2596,C76H133NO10,13.093,1219.9928,,FBF,51.21,FBF,,,
2597,C77H129NO8,18.628,1195.9735,,FBF,51.14,FBF,,,
2598,C77H129NO9,22.057,1211.9644,,FBF,51.08,FBF,,,
2599,C77H123NO8,17.667,1189.919,,FBF,52.98,FBF,,,
2600,C77H141NO8,22.395,1208.0759,,FBF,58.78,FBF,,,
2601,C77H139NO10,11.923,1238.0384,,FBF,57.63,FBF,,,
2602,C77H137NO9,20.941,1220.0315,,FBF,57.54,FBF,,,
2603,C77H133NO10,18.836,1232.0007,,FBF,50.15,FBF,,,
2604,C78H133NO9,11.715,1228.0083,,FBF,54.07,FBF,,,
2605,C78H125NO10,17.719,1235.9314,,FBF,52.91,FBF,,,
2606,C78H147NO8,19.668,1226.1175,,FBF,58.47,FBF,,,
2607,C78H137NO8,13.093,1216.0348,,FBF,60.87,FBF,,,
2608,C29H52O11,5.945,576.3529,,FBF,58.27,FBF,,,
2609,C29H52O12,4.489,592.3499,,FBF,70.91,FBF,,,
2610,C29H50O11,5.27,574.3368,,FBF,74.73,FBF,,,
2611,C29H48O11,5.244,572.324,,FBF,60.12,FBF,,,
2612,C29H44O12,3.943,584.2807,,FBF,73.9,FBF,,,
2613,C30H50O11,5.296,586.3324,,FBF,58.12,FBF,,,
2614,C31H54O12,5.348,618.3619,,FBF,63.32,FBF,,,
2615,C31H52O11,17.381,600.3509,,FBF,68.1,FBF,,,
2616,C32H58O11,20.187,618.3997,,FBF,67.2,FBF,,,
2617,C32H56O11,5.971,616.3817,,FBF,62.17,FBF,,,
2618,C32H54O12,5.374,630.3599,,FBF,56.82,FBF,,,
2619,C32H52O11,6.179,612.3541,,FBF,76.93,FBF,,,
2620,C32H48O11,5.893,608.3192,,FBF,64.97,FBF,,,
2621,C32H48O12,8.206,624.3194,,FBF,54.41,FBF,,,
2622,C33H58O12,6.231,646.3984,,FBF,55.26,FBF,,,
2623,C33H56O11,5.192,628.3815,,FBF,72.67,FBF,,,
2624,C33H54O12,5.685,642.363,,FBF,51.08,FBF,,,
2625,C33H50O11,4.047,622.3414,,FBF,54.94,FBF,,,
2626,C33H50O12,13.223,638.3275,,FBF,50.55,FBF,,,
2627,C34H62O11,17.719,646.4239,,FBF,56.05,FBF,,,
2628,C34H60O11,17.719,644.4098,,FBF,53.53,FBF,,,
2629,C34H60O12,4.724,660.4082,,FBF,59.44,FBF,,,
2630,C34H58O11,5.348,642.3995,,FBF,79.18,FBF,,,
2631,C34H56O11,20.187,640.3788,,FBF,57.79,FBF,,,
2632,C34H56O12,5.374,656.3722,,FBF,61.25,FBF,,,
2633,C35H64O11,10.103,660.4432,,FBF,92.16,FBF,,,
2634,C35H62O11,4.437,658.4266,,FBF,74.53,FBF,34988729.0,25.39,6894655.0
2635,C35H60O12,5.27,672.4088,,FBF,66.13,FBF,,,
2636,C35H58O12,19.304,670.388,,FBF,50.92,FBF,,,
2637,C35H56O12,7.218,668.3814,,FBF,51.5,FBF,,,
2638,C36H62O12,5.4,686.4251,,FBF,86.9,FBF,,,
2639,C36H58O11,5.815,666.3958,,FBF,63.79,FBF,,,
2640,C36H56O11,4.359,664.384,,FBF,73.62,FBF,,,
2641,C36H54O11,4.802,662.3716,,FBF,67.13,FBF,,,
2642,C37H68O12,10.103,704.4688,,FBF,92.98,FBF,,,
2643,C37H66O11,5.451,686.4558,,FBF,66.67,FBF,,,
2644,C37H60O11,4.437,680.4095,,FBF,56.11,FBF,34988729.0,25.39,6894655.0
2645,C37H58O11,4.776,678.402,,FBF,85.87,FBF,,,
2646,C37H58O12,5.451,694.3915,,FBF,64.95,FBF,,,
2647,C37H56O11,4.802,676.3851,,FBF,56.77,FBF,,,
2648,C37H56O12,4.489,692.3838,,FBF,54.35,FBF,,,
2649,C37H52O11,4.047,672.3534,,FBF,50.38,FBF,,,
2650,C37H52O12,14.86,688.3407,,FBF,62.1,FBF,,,
2651,C38H62O12,5.867,710.4219,,FBF,65.86,FBF,,,
2652,C38H60O11,4.802,692.4152,,FBF,61.54,FBF,,,
2653,C38H60O12,4.515,708.4082,,FBF,76.17,FBF,,,
2654,C38H58O12,4.906,706.3969,,FBF,68.56,FBF,,,
2655,C38H54O11,4.437,686.3658,,FBF,69.82,FBF,34988729.0,25.39,6894655.0
2656,C39H70O12,5.503,730.4818,,FBF,66.76,FBF,,,
2657,C39H64O12,4.541,724.436,,FBF,58.36,FBF,27697614.0,20.1,4488337.0
2658,C39H62O11,5.114,706.4284,,FBF,87.45,FBF,,,
2659,C39H62O12,4.906,722.4279,,FBF,79.62,FBF,,,
2660,C39H60O12,5.14,720.4072,,FBF,60.6,FBF,,,
2661,C39H58O12,20.707,718.3971,,FBF,50.92,FBF,,,
2662,C39H56O11,4.437,700.3857,,FBF,74.87,FBF,34988729.0,25.39,6894655.0
2663,C40H66O11,5.763,722.4657,,FBF,58.78,FBF,,,
2664,C40H64O12,5.763,736.4398,,FBF,57.95,FBF,,,
2665,C40H58O12,4.541,730.3919,,FBF,69.38,FBF,27697614.0,20.1,4488337.0
2666,C41H76O11,10.026,744.5411,,FBF,65.23,FBF,,,
2667,C41H74O11,18.187,742.5295,,FBF,54.05,FBF,,,
2668,C41H72O11,19.07,740.5045,,FBF,56.52,FBF,,,
2669,C41H70O11,18.057,738.4914,,FBF,50.9,FBF,,,
2670,C41H68O12,18.81,752.4786,,FBF,62.4,FBF,,,
2671,C41H60O12,4.541,744.4122,,FBF,75.82,FBF,27697614.0,20.1,4488337.0
2672,C42H72O12,17.719,768.5015,,FBF,80.2,FBF,,,
2673,C42H66O11,5.01,746.4627,,FBF,58.22,FBF,,,
2674,C42H64O11,5.737,744.447,,FBF,74.27,FBF,,,
2675,C43H80O11,17.096,772.5717,,FBF,69.12,FBF,,,
2676,C43H78O12,10.026,786.5417,,FBF,51.75,FBF,,,
2677,C43H74O11,10.026,766.5247,,FBF,72.91,FBF,,,
2678,C43H72O11,13.327,764.5042,,FBF,56.37,FBF,,,
2679,C43H66O12,18.213,774.4553,,FBF,51.39,FBF,,,
2680,C44H80O11,13.301,784.5701,,FBF,52.45,FBF,,,
2681,C44H62O12,4.671,782.4293,,FBF,61.59,FBF,21727273.0,15.77,4512959.0
2682,C44H76O12,17.277,796.5394,,FBF,50.8,FBF,,,
2683,C44H70O12,15.51,790.4804,,FBF,53.38,FBF,,,
2684,C44H68O11,13.769,772.4768,,FBF,56.68,FBF,,,
2685,C44H66O11,4.671,770.4612,,FBF,54.23,FBF,21727273.0,15.77,4512959.0
2686,C44H64O11,5.01,768.4461,,FBF,61.93,FBF,,,
2687,C45H78O12,10.0,810.5519,,FBF,64.29,FBF,,,
2688,C45H76O12,4.75,808.5338,,FBF,57.25,FBF,34765323.0,25.23,4024607.0
2689,C45H72O11,13.951,788.5109,,FBF,50.98,FBF,,,
2690,C45H70O11,4.671,786.4902,,FBF,53.65,FBF,21727273.0,15.77,4512959.0
2691,C45H70O12,14.497,802.4862,,FBF,52.26,FBF,,,
2692,C45H68O12,13.769,800.4732,,FBF,51.72,FBF,,,
2693,C46H66O11,4.75,794.4637,,FBF,53.17,FBF,34765323.0,25.23,4024607.0
2694,C46H74O11,13.379,802.5202,,FBF,68.12,FBF,,,
2695,C46H72O11,11.793,800.5062,,FBF,54.8,FBF,,,
2696,C47H68O11,13.743,808.476,,FBF,54.46,FBF,,,
2697,C47H84O12,17.329,840.6026,,FBF,54.32,FBF,,,
2698,C47H78O11,13.717,818.5534,,FBF,51.24,FBF,,,
2699,C47H76O12,13.249,832.5379,,FBF,50.76,FBF,,,
2700,C47H74O12,4.75,830.5158,,FBF,51.89,FBF,34765323.0,25.23,4024607.0
2701,C47H70O11,13.587,810.4924,,FBF,59.32,FBF,,,
2702,C48H70O12,13.873,838.4843,,FBF,55.92,FBF,,,
2703,C48H88O12,13.327,856.6275,,FBF,54.58,FBF,,,
2704,C48H78O12,14.289,846.545,,FBF,59.87,FBF,,,
2705,C48H72O11,15.406,824.5054,,FBF,52.49,FBF,,,
2706,C49H72O12,13.717,852.5013,,FBF,60.09,FBF,,,
2707,C49H86O11,17.355,850.6126,,FBF,53.75,FBF,,,
2708,C49H80O11,22.317,844.5673,,FBF,62.05,FBF,,,
2709,C49H76O11,14.886,840.5404,,FBF,56.14,FBF,,,
2710,C49H74O12,5.893,854.5187,,FBF,53.72,FBF,,,
2711,C50H92O11,13.223,868.6612,,FBF,50.15,FBF,,,
2712,C50H74O11,0.409,850.5181,,FBF,51.04,FBF,,,
2713,C50H90O12,14.86,882.6393,,FBF,62.27,FBF,,,
2714,C50H88O11,13.405,864.629,,FBF,58.62,FBF,,,
2715,C50H86O12,13.275,878.6132,,FBF,52.97,FBF,,,
2716,C50H82O12,19.954,874.5817,,FBF,55.53,FBF,,,
2717,C50H78O11,15.068,854.5532,,FBF,69.54,FBF,,,
2718,C51H96O11,14.809,884.7004,,FBF,70.89,FBF,,,
2719,C51H76O12,13.379,880.5301,,FBF,50.97,FBF,,,
2720,C51H74O11,5.659,862.5253,,FBF,66.0,FBF,,,
2721,C51H74O12,17.693,878.5177,,FBF,61.73,FBF,,,
2722,C51H72O12,11.455,876.5024,,FBF,54.79,FBF,,,
2723,C51H82O12,20.265,886.5851,,FBF,51.69,FBF,,,
2724,C51H80O12,13.275,884.5663,,FBF,72.56,FBF,,,
2725,C51H78O11,19.33,866.557,,FBF,53.81,FBF,,,
2726,C52H98O12,19.824,914.7028,,FBF,51.66,FBF,,,
2727,C52H78O11,5.218,878.5514,,FBF,53.34,FBF,,,
2728,C52H88O11,20.006,888.6306,,FBF,64.32,FBF,,,
2729,C52H86O11,19.98,886.6224,,FBF,78.02,FBF,,,
2730,C52H80O11,9.896,880.5697,,FBF,87.5,FBF,,,
2731,C53H100O12,17.537,928.7209,,FBF,59.52,FBF,,,
2732,C53H78O12,5.685,906.552,,FBF,60.89,FBF,,,
2733,C53H76O11,14.886,888.5357,,FBF,80.83,FBF,,,
2734,C53H96O12,18.758,924.6909,,FBF,50.76,FBF,,,
2735,C53H92O12,14.938,920.6579,,FBF,52.92,FBF,,,
2736,C53H86O11,17.667,898.6167,,FBF,65.84,FBF,,,
2737,C53H82O11,4.906,894.5807,,FBF,53.88,FBF,,,
2738,C54H82O11,5.685,906.5832,,FBF,57.05,FBF,,,
2739,C54H78O11,18.732,902.5492,,FBF,76.54,FBF,,,
2740,C54H100O12,21.148,940.7221,,FBF,51.78,FBF,,,
2741,C54H94O12,18.966,934.6771,,FBF,53.86,FBF,,,
2742,C54H86O11,20.006,910.6121,,FBF,52.45,FBF,,,
2743,C54H84O11,19.98,908.6044,,FBF,91.83,FBF,,,
2744,C54H84O12,13.535,924.5883,,FBF,52.68,FBF,,,
2745,C55H104O11,14.523,940.7571,,FBF,52.76,FBF,,,
2746,C55H104O12,17.537,956.7533,,FBF,59.18,FBF,,,
2747,C55H102O11,21.382,938.7444,,FBF,53.15,FBF,,,
2748,C55H84O11,17.381,920.593,,FBF,52.48,FBF,,,
2749,C55H80O11,18.862,916.5659,,FBF,68.52,FBF,,,
2750,C55H100O12,14.912,952.7135,,FBF,55.71,FBF,,,
2751,C55H92O12,14.445,944.6602,,FBF,64.77,FBF,,,
2752,C55H90O12,14.783,942.6431,,FBF,52.49,FBF,,,
2753,C55H86O11,19.2,922.6165,,FBF,50.8,FBF,,,
2754,C55H86O12,4.984,938.6069,,FBF,55.84,FBF,,,
2755,C56H106O11,18.862,954.7747,,FBF,58.44,FBF,,,
2756,C56H86O12,14.315,950.6099,,FBF,57.2,FBF,,,
2757,C56H82O11,22.473,930.5898,,FBF,64.81,FBF,,,
2758,C56H102O12,20.889,966.7363,,FBF,57.42,FBF,,,
2759,C56H100O11,16.056,948.7265,,FBF,52.18,FBF,,,
2760,C57H108O11,14.783,968.787,,FBF,50.75,FBF,,,
2761,C57H84O11,16.498,944.6008,,FBF,92.97,FBF,,,
2762,C58H106O11,13.665,978.7766,,FBF,59.28,FBF,,,
2763,C58H98O12,17.355,986.6991,,FBF,53.71,FBF,,,
2764,C59H90O11,16.55,974.6479,,FBF,54.2,FBF,,,
2765,C59H88O11,16.472,972.6346,,FBF,70.73,FBF,,,
2766,C59H104O11,21.98,988.763,,FBF,70.63,FBF,,,
2767,C59H98O12,18.81,998.7043,,FBF,55.74,FBF,,,
2768,C59H94O11,14.003,978.6801,,FBF,53.03,FBF,,,
2769,C60H112O12,13.925,1024.8119,,FBF,50.52,FBF,,,
2770,C60H108O11,13.899,1004.7907,,FBF,55.46,FBF,,,
2771,C60H98O11,18.862,994.7107,,FBF,52.41,FBF,,,
2772,C61H116O11,19.044,1024.8527,,FBF,51.47,FBF,,,
2773,C61H96O11,18.239,1004.6998,,FBF,51.84,FBF,,,
2774,C61H110O11,22.421,1018.8136,,FBF,52.35,FBF,,,
2775,C61H108O11,18.265,1016.791,,FBF,57.12,FBF,,,
2776,C62H116O12,18.68,1052.839,,FBF,51.48,FBF,,,
2777,C62H104O11,22.395,1024.7593,,FBF,51.99,FBF,,,
2778,C62H104O12,20.967,1040.7552,,FBF,50.85,FBF,,,
2779,C62H102O11,20.032,1022.7402,,FBF,61.08,FBF,,,
2780,C62H102O12,21.642,1038.7395,,FBF,54.72,FBF,,,
2781,C63H118O11,19.824,1050.8697,,FBF,51.15,FBF,,,
2782,C63H100O11,16.836,1032.7257,,FBF,50.25,FBF,,,
2783,C63H112O11,19.382,1044.8104,,FBF,50.72,FBF,,,
2784,C63H110O11,17.927,1042.8021,,FBF,51.41,FBF,69640019.0,50.53,3554556.0
2785,C63H104O12,18.161,1052.7563,,FBF,52.16,FBF,,,
2786,C64H122O11,19.902,1066.8993,,FBF,54.13,FBF,,,
2787,C64H122O12,17.615,1082.8916,,FBF,53.71,FBF,,,
2788,C64H120O12,19.33,1080.8836,,FBF,54.06,FBF,,,
2789,C64H112O12,14.912,1072.8159,,FBF,50.56,FBF,,,
2790,C64H106O11,20.317,1050.7726,,FBF,82.01,FBF,,,
2791,C64H106O12,20.291,1066.7588,,FBF,53.71,FBF,,,
2792,C65H102O11,14.886,1058.7365,,FBF,56.7,FBF,,,
2793,C65H102O12,18.239,1074.7443,,FBF,58.97,FBF,,,
2794,C65H100O11,14.886,1056.7308,,FBF,72.38,FBF,,,
2795,C65H116O11,21.954,1072.8548,,FBF,53.41,FBF,,,
2796,C65H114O12,15.406,1086.8295,,FBF,54.68,FBF,,,
2797,C66H124O11,19.226,1092.9194,,FBF,50.15,FBF,,,
2798,C66H122O11,19.252,1090.899,,FBF,50.09,FBF,,,
2799,C66H118O12,18.94,1102.8624,,FBF,53.54,FBF,,,
2800,C66H116O11,21.824,1084.8507,,FBF,50.46,FBF,,,
2801,C66H114O12,18.758,1098.8321,,FBF,53.47,FBF,,,
2802,C66H112O12,16.992,1096.8143,,FBF,56.68,FBF,,,
2803,C66H110O11,18.109,1078.7997,,FBF,62.21,FBF,,,
2804,C66H108O11,14.809,1076.7926,,FBF,67.69,FBF,,,
2805,C66H108O12,18.109,1092.7902,,FBF,50.27,FBF,,,
2806,C67H108O12,18.109,1104.7825,,FBF,57.81,FBF,,,
2807,C67H104O11,17.927,1084.7598,,FBF,56.45,FBF,69640019.0,50.53,3554556.0
2808,C67H116O12,17.122,1112.8442,,FBF,58.13,FBF,,,
2809,C67H110O11,22.369,1090.808,,FBF,52.87,FBF,,,
2810,C68H108O11,18.135,1100.7831,,FBF,51.31,FBF,,,
2811,C68H106O11,18.109,1098.7769,,FBF,82.71,FBF,,,
2812,C68H106O12,18.109,1114.7696,,FBF,78.35,FBF,,,
2813,C68H126O11,19.616,1118.9336,,FBF,52.45,FBF,,,
2814,C69H132O11,10.909,1136.9773,,FBF,50.36,FBF,,,
2815,C69H110O11,14.86,1114.8052,,FBF,55.07,FBF,,,
2816,C70H112O11,14.809,1128.8192,,FBF,58.98,FBF,,,
2817,C70H126O11,11.065,1142.9307,,FBF,52.08,FBF,,,
2818,C70H122O12,20.967,1154.8948,,FBF,55.02,FBF,,,
2819,C71H136O11,21.876,1164.9994,,FBF,51.13,FBF,,,
2820,C71H116O11,17.589,1144.8492,,FBF,52.56,FBF,,,
2821,C71H128O11,21.408,1156.9437,,FBF,57.21,FBF,,,
2822,C71H126O12,20.941,1170.925,,FBF,50.01,FBF,,,
2823,C72H116O12,18.836,1172.8484,,FBF,68.56,FBF,,,
2824,C72H132O11,19.642,1172.9792,,FBF,53.78,FBF,,,
2825,C72H132O12,17.693,1188.9741,,FBF,67.01,FBF,,,
2826,C73H120O12,17.771,1188.8873,,FBF,50.01,FBF,,,
2827,C73H118O11,17.823,1170.8624,,FBF,83.16,FBF,,,
2828,C73H136O12,19.746,1205.0031,,FBF,50.82,FBF,,,
2829,C73H130O11,19.954,1182.9511,,FBF,50.01,FBF,,,
2830,C73H130O12,17.745,1198.9609,,FBF,64.75,FBF,,,
2831,C73H128O12,19.746,1196.9385,,FBF,50.4,FBF,,,
2832,C74H120O12,17.381,1200.8751,,FBF,59.31,FBF,,,
2833,C74H136O12,22.135,1217.0071,,FBF,52.99,FBF,,,
2834,C74H132O11,19.382,1196.9822,,FBF,54.25,FBF,,,
2835,C75H122O12,21.46,1214.8887,,FBF,50.41,FBF,,,
2836,C75H120O12,18.498,1212.8759,,FBF,68.98,FBF,,,
2837,C75H140O12,11.897,1233.0338,,FBF,68.52,FBF,,,
2838,C75H136O12,17.745,1228.9961,,FBF,56.61,FBF,,,
2839,C76H136O12,19.148,1240.9936,,FBF,52.19,FBF,,,
2840,C76H134O11,19.304,1222.9927,,FBF,50.41,FBF,,,
2841,C77H146O11,20.759,1247.0774,,FBF,50.29,FBF,,,
2842,C77H128O11,17.745,1228.9496,,FBF,67.74,FBF,,,
2843,C77H124O11,18.161,1224.9182,,FBF,50.49,FBF,,,
2844,C77H142O11,22.057,1243.0592,,FBF,55.33,FBF,,,
2845,C77H138O11,13.093,1239.0211,,FBF,51.07,FBF,,,
2846,C77H138O12,20.006,1255.0288,,FBF,52.1,FBF,,,
2847,C77H132O12,18.836,1248.9749,,FBF,54.71,FBF,,,
2848,C77H130O11,22.265,1230.9602,,FBF,53.77,FBF,,,
2849,C28H53NO7,17.251,515.3802,,FBF,83.97,FBF,,,
2850,C28H51NO8,5.607,529.3643,,FBF,52.42,FBF,,,
2851,C28H49NO7,4.255,511.3536,,FBF,51.53,FBF,,,
2852,C28H49NO8,4.359,527.3436,,FBF,63.57,FBF,,,
2853,C28H47NO9,6.101,541.3289,,FBF,55.63,FBF,,,
2854,C28H45NO7,5.503,507.3195,,FBF,59.37,FBF,,,
2855,C28H43NO7,3.735,505.3083,,FBF,58.5,FBF,,,
2856,C28H43NO8,5.555,521.2954,,FBF,53.13,FBF,,,
2857,C28H43NO9,5.114,537.2937,,FBF,71.5,FBF,,,
2858,C29H55NO8,10.233,545.3917,,FBF,90.06,FBF,,,
2859,C29H53NO8,3.943,543.3757,,FBF,71.87,FBF,,,
